Direktori,label
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Mugil cephalus/mugil_cephalus-1340.jpg,Mugil cephalus
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Mugil cephalus/mugil_cephalus-1341.jpg,Mugil cephalus
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Mugil cephalus/mugil_cephalus-1342.jpg,Mugil cephalus
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Mugil cephalus/mugil_cephalus-1343.jpg,Mugil cephalus
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Mugil cephalus/mugil_cephalus-1344.jpg,Mugil cephalus
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Mugil cephalus/mugil_cephalus-1345.jpg,Mugil cephalus
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Mugil cephalus/mugil_cephalus-1346.jpg,Mugil cephalus
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Mugil cephalus/mugil_cephalus-1347.jpg,Mugil cephalus
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Mugil cephalus/mugil_cephalus-1348.jpg,Mugil cephalus
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Mugil cephalus/mugil_cephalus-1349.jpg,Mugil cephalus
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Mugil cephalus/mugil_cephalus-135.jpg,Mugil cephalus
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Mugil cephalus/mugil_cephalus-1350.jpg,Mugil cephalus
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Mugil cephalus/mugil_cephalus-1351.jpg,Mugil cephalus
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Mugil cephalus/mugil_cephalus-1352.jpg,Mugil cephalus
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Mugil cephalus/mugil_cephalus-1353.jpg,Mugil cephalus
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Mugil cephalus/mugil_cephalus-1354.jpg,Mugil cephalus
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Mugil cephalus/mugil_cephalus-1355.jpg,Mugil cephalus
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Mugil cephalus/mugil_cephalus-1356.jpg,Mugil cephalus
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Mugil cephalus/mugil_cephalus-1357.jpg,Mugil cephalus
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Mugil cephalus/mugil_cephalus-1358.jpg,Mugil cephalus
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Mugil cephalus/mugil_cephalus-1359.jpg,Mugil cephalus
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Mugil cephalus/mugil_cephalus-136.jpg,Mugil cephalus
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Mugil cephalus/mugil_cephalus-1360.jpg,Mugil cephalus
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Mugil cephalus/mugil_cephalus-1361.jpg,Mugil cephalus
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Mugil cephalus/mugil_cephalus-1362.jpg,Mugil cephalus
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Mugil cephalus/mugil_cephalus-1363.jpg,Mugil cephalus
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Mugil cephalus/mugil_cephalus-1364.jpg,Mugil cephalus
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Mugil cephalus/mugil_cephalus-1365.jpg,Mugil cephalus
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Mugil cephalus/mugil_cephalus-1366.jpg,Mugil cephalus
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Mugil cephalus/mugil_cephalus-1367.jpg,Mugil cephalus
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Mugil cephalus/mugil_cephalus-1368.jpg,Mugil cephalus
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Mugil cephalus/mugil_cephalus-1369.jpg,Mugil cephalus
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Mugil cephalus/mugil_cephalus-137.jpg,Mugil cephalus
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Mugil cephalus/mugil_cephalus-1370.jpg,Mugil cephalus
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Mugil cephalus/mugil_cephalus-1371.jpg,Mugil cephalus
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Mugil cephalus/mugil_cephalus-1372.jpg,Mugil cephalus
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Mugil cephalus/mugil_cephalus-1373.jpg,Mugil cephalus
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Mugil cephalus/mugil_cephalus-1374.jpg,Mugil cephalus
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Mugil cephalus/mugil_cephalus-1375.jpg,Mugil cephalus
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Mugil cephalus/mugil_cephalus-1376.jpg,Mugil cephalus
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Mugil cephalus/mugil_cephalus-1377.jpg,Mugil cephalus
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Mugil cephalus/mugil_cephalus-1378.jpg,Mugil cephalus
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Mugil cephalus/mugil_cephalus-1379.jpg,Mugil cephalus
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Mugil cephalus/mugil_cephalus-138.jpg,Mugil cephalus
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Mugil cephalus/mugil_cephalus-1380.jpg,Mugil cephalus
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Mugil cephalus/mugil_cephalus-1381.jpg,Mugil cephalus
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Mugil cephalus/mugil_cephalus-1382.jpg,Mugil cephalus
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Mugil cephalus/mugil_cephalus-1383.jpg,Mugil cephalus
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Mugil cephalus/mugil_cephalus-1384.jpg,Mugil cephalus
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Mugil cephalus/mugil_cephalus-1385.jpg,Mugil cephalus
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Mugil cephalus/mugil_cephalus-1386.jpg,Mugil cephalus
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Mugil cephalus/mugil_cephalus-1387.jpg,Mugil cephalus
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Mugil cephalus/mugil_cephalus-1388.jpg,Mugil cephalus
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Mugil cephalus/mugil_cephalus-1389.jpg,Mugil cephalus
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Mugil cephalus/mugil_cephalus-139.jpg,Mugil cephalus
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Mugil cephalus/mugil_cephalus-1390.jpg,Mugil cephalus
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Mugil cephalus/mugil_cephalus-1391.jpg,Mugil cephalus
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Mugil cephalus/mugil_cephalus-1392.jpg,Mugil cephalus
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Mugil cephalus/mugil_cephalus-1393.jpg,Mugil cephalus
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Mugil cephalus/mugil_cephalus-1394.jpg,Mugil cephalus
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Mugil cephalus/mugil_cephalus-1395.jpg,Mugil cephalus
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Mugil cephalus/mugil_cephalus-1396.jpg,Mugil cephalus
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Mugil cephalus/mugil_cephalus-1397.jpg,Mugil cephalus
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Mugil cephalus/mugil_cephalus-1398.jpg,Mugil cephalus
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Mugil cephalus/mugil_cephalus-1399.jpg,Mugil cephalus
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Mugil cephalus/mugil_cephalus-14.jpg,Mugil cephalus
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Mugil cephalus/mugil_cephalus-140.jpg,Mugil cephalus
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Mugil cephalus/mugil_cephalus-1400.jpg,Mugil cephalus
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Mugil cephalus/mugil_cephalus-1401.jpg,Mugil cephalus
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Mugil cephalus/mugil_cephalus-1402.jpg,Mugil cephalus
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Mugil cephalus/mugil_cephalus-1403.jpg,Mugil cephalus
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Mugil cephalus/mugil_cephalus-1404.jpg,Mugil cephalus
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Mugil cephalus/mugil_cephalus-1405.jpg,Mugil cephalus
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Mugil cephalus/mugil_cephalus-1406.jpg,Mugil cephalus
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Mugil cephalus/mugil_cephalus-1407.jpg,Mugil cephalus
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Mugil cephalus/mugil_cephalus-1408.jpg,Mugil cephalus
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Mugil cephalus/mugil_cephalus-1409.jpg,Mugil cephalus
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Mugil cephalus/mugil_cephalus-141.jpg,Mugil cephalus
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Mugil cephalus/mugil_cephalus-1410.jpg,Mugil cephalus
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Mugil cephalus/mugil_cephalus-1411.jpg,Mugil cephalus
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Mugil cephalus/mugil_cephalus-1412.jpg,Mugil cephalus
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Mugil cephalus/mugil_cephalus-1413.jpg,Mugil cephalus
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Mugil cephalus/mugil_cephalus-1414.jpg,Mugil cephalus
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Mugil cephalus/mugil_cephalus-1415.jpg,Mugil cephalus
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Mugil cephalus/mugil_cephalus-1416.jpg,Mugil cephalus
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Mugil cephalus/mugil_cephalus-1417.jpg,Mugil cephalus
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Mugil cephalus/mugil_cephalus-1418.jpg,Mugil cephalus
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Mugil cephalus/mugil_cephalus-1419.jpg,Mugil cephalus
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Mugil cephalus/mugil_cephalus-142.jpg,Mugil cephalus
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Mugil cephalus/mugil_cephalus-1420.jpg,Mugil cephalus
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Mugil cephalus/mugil_cephalus-1421.jpg,Mugil cephalus
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Mugil cephalus/mugil_cephalus-1422.jpg,Mugil cephalus
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Mugil cephalus/mugil_cephalus-1423.jpg,Mugil cephalus
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Mugil cephalus/mugil_cephalus-1424.jpg,Mugil cephalus
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Mugil cephalus/mugil_cephalus-1425.jpg,Mugil cephalus
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Mugil cephalus/mugil_cephalus-1426.jpg,Mugil cephalus
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Mugil cephalus/mugil_cephalus-1427.jpg,Mugil cephalus
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Mugil cephalus/mugil_cephalus-1428.jpg,Mugil cephalus
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Mugil cephalus/mugil_cephalus-1429.jpg,Mugil cephalus
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Mugil cephalus/mugil_cephalus-143.jpg,Mugil cephalus
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Mugil cephalus/mugil_cephalus-1430.jpg,Mugil cephalus
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Mugil cephalus/mugil_cephalus-1431.jpg,Mugil cephalus
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Mugil cephalus/mugil_cephalus-1432.jpg,Mugil cephalus
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Mugil cephalus/mugil_cephalus-1433.jpg,Mugil cephalus
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Mugil cephalus/mugil_cephalus-1434.jpg,Mugil cephalus
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Mugil cephalus/mugil_cephalus-1435.jpg,Mugil cephalus
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Mugil cephalus/mugil_cephalus-1436.jpg,Mugil cephalus
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Mugil cephalus/mugil_cephalus-1437.jpg,Mugil cephalus
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Mugil cephalus/mugil_cephalus-1438.jpg,Mugil cephalus
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Mugil cephalus/mugil_cephalus-1439.jpg,Mugil cephalus
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Mugil cephalus/mugil_cephalus-144.jpg,Mugil cephalus
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Mugil cephalus/mugil_cephalus-1440.jpg,Mugil cephalus
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Mugil cephalus/mugil_cephalus-1441.jpg,Mugil cephalus
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Mugil cephalus/mugil_cephalus-1442.jpg,Mugil cephalus
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Mugil cephalus/mugil_cephalus-1443.jpg,Mugil cephalus
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Mugil cephalus/mugil_cephalus-1444.jpg,Mugil cephalus
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Mugil cephalus/mugil_cephalus-1445.jpg,Mugil cephalus
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Mugil cephalus/mugil_cephalus-1446.jpg,Mugil cephalus
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Mugil cephalus/mugil_cephalus-1447.jpg,Mugil cephalus
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Mugil cephalus/mugil_cephalus-1448.jpg,Mugil cephalus
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Mugil cephalus/mugil_cephalus-1449.jpg,Mugil cephalus
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Mugil cephalus/mugil_cephalus-145.jpg,Mugil cephalus
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Mugil cephalus/mugil_cephalus-1450.jpg,Mugil cephalus
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Mugil cephalus/mugil_cephalus-1451.jpg,Mugil cephalus
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Mugil cephalus/mugil_cephalus-1452.jpg,Mugil cephalus
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Mugil cephalus/mugil_cephalus-1453.jpg,Mugil cephalus
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Mugil cephalus/mugil_cephalus-1454.jpg,Mugil cephalus
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Mugil cephalus/mugil_cephalus-1455.jpg,Mugil cephalus
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Mugil cephalus/mugil_cephalus-1456.jpg,Mugil cephalus
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Mugil cephalus/mugil_cephalus-1457.jpg,Mugil cephalus
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Mugil cephalus/mugil_cephalus-1458.jpg,Mugil cephalus
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Mugil cephalus/mugil_cephalus-1459.jpg,Mugil cephalus
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Mugil cephalus/mugil_cephalus-146.jpg,Mugil cephalus
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Mugil cephalus/mugil_cephalus-1460.jpg,Mugil cephalus
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Mugil cephalus/mugil_cephalus-1461.jpg,Mugil cephalus
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Mugil cephalus/mugil_cephalus-1462.jpg,Mugil cephalus
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Mugil cephalus/mugil_cephalus-1463.jpg,Mugil cephalus
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Mugil cephalus/mugil_cephalus-1464.jpg,Mugil cephalus
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Mugil cephalus/mugil_cephalus-1465.jpg,Mugil cephalus
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Mugil cephalus/mugil_cephalus-1466.jpg,Mugil cephalus
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Mugil cephalus/mugil_cephalus-1467.jpg,Mugil cephalus
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Mugil cephalus/mugil_cephalus-1468.jpg,Mugil cephalus
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Mugil cephalus/mugil_cephalus-1469.jpg,Mugil cephalus
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Mugil cephalus/mugil_cephalus-147.jpg,Mugil cephalus
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Mugil cephalus/mugil_cephalus-1470.jpg,Mugil cephalus
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Mugil cephalus/mugil_cephalus-1471.jpg,Mugil cephalus
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Mugil cephalus/mugil_cephalus-1472.jpg,Mugil cephalus
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Mugil cephalus/mugil_cephalus-1473.jpg,Mugil cephalus
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Mugil cephalus/mugil_cephalus-1474.jpg,Mugil cephalus
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Mugil cephalus/mugil_cephalus-1475.jpg,Mugil cephalus
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Mugil cephalus/mugil_cephalus-1476.jpg,Mugil cephalus
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Mugil cephalus/mugil_cephalus-1477.jpg,Mugil cephalus
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Mugil cephalus/mugil_cephalus-1478.jpg,Mugil cephalus
